범죄대분류,범죄중분류,발생건수,지역
강력범죄,강간,34,전북 익산
강력범죄,유사강간,3,전북 익산
강력범죄,강제추행,59,전북 익산
강력범죄,기타강간강제추행등,2,전북 익산
강력범죄,방화,10,전북 익산
절도범죄,절도,1391,전북 익산
폭력범죄,상해,246,전북 익산
폭력범죄,폭행,824,전북 익산
폭력범죄,체포감금,5,전북 익산
폭력범죄,협박,38,전북 익산
폭력범죄,약취유인,3,전북 익산
폭력범죄,폭력행위등,267,전북 익산
폭력범죄,공갈,25,전북 익산
폭력범죄,손괴,334,전북 익산
지능범죄,직무유기,2,전북 익산
지능범죄,직권남용,3,전북 익산
지능범죄,증수뢰,0,전북 익산
지능범죄,통화,2,전북 익산
지능범죄,문서인장,85,전북 익산
지능범죄,유가증권인지,1,전북 익산
지능범죄,사기,1264,전북 익산
지능범죄,횡령,118,전북 익산
지능범죄,배임,20,전북 익산
풍속범죄,성풍속범죄,38,전북 익산
풍속범죄,도박범죄,51,전북 익산
특별경제범죄,특별경제범죄,363,전북 익산
마약범죄,마약범죄,5,전북 익산
보건범죄,보건범죄,88,전북 익산
환경범죄,환경범죄,40,전북 익산
교통범죄,교통범죄,3202,전북 익산
노동범죄,노동범죄,1,전북 익산
안보범죄,안보범죄,0,전북 익산
선거범죄,선거범죄,2,전북 익산
병역범죄,병역범죄,55,전북 익산
기타범죄,기타범죄,1142,전북 익산
강력범죄,살인기수,4,전북 전주
강력범죄,살인미수등,7,전북 전주
강력범죄,강도,21,전북 전주
강력범죄,강간,68,전북 전주
강력범죄,유사강간,4,전북 전주
강력범죄,강제추행,176,전북 전주
강력범죄,기타강간강제추행등,6,전북 전주
강력범죄,방화,11,전북 전주
절도범죄,절도,3402,전북 전주
폭력범죄,상해,496,전북 전주
폭력범죄,폭행,1567,전북 전주
폭력범죄,체포감금,14,전북 전주
폭력범죄,협박,74,전북 전주
폭력범죄,약취유인,1,전북 전주
폭력범죄,폭력행위등,450,전북 전주
폭력범죄,공갈,57,전북 전주
폭력범죄,손괴,498,전북 전주
지능범죄,직무유기,5,전북 전주
지능범죄,직권남용,7,전북 전주
지능범죄,증수뢰,0,전북 전주
지능범죄,통화,3,전북 전주
지능범죄,문서인장,205,전북 전주
지능범죄,유가증권인지,3,전북 전주
지능범죄,사기,2945,전북 전주
지능범죄,횡령,365,전북 전주
지능범죄,배임,44,전북 전주
풍속범죄,성풍속범죄,233,전북 전주
풍속범죄,도박범죄,92,전북 전주
특별경제범죄,특별경제범죄,577,전북 전주
마약범죄,마약범죄,32,전북 전주
보건범죄,보건범죄,144,전북 전주
환경범죄,환경범죄,11,전북 전주
교통범죄,교통범죄,6444,전북 전주
노동범죄,노동범죄,34,전북 전주
안보범죄,안보범죄,1,전북 전주
선거범죄,선거범죄,9,전북 전주
병역범죄,병역범죄,186,전북 전주
기타범죄,기타범죄,2262,전북 전주
강력범죄,살인기수,0,전북 정읍
강력범죄,살인미수등,1,전북 정읍
강력범죄,강도,0,전북 정읍
강력범죄,강간,16,전북 정읍
강력범죄,유사강간,1,전북 정읍
강력범죄,강제추행,24,전북 정읍
강력범죄,기타강간강제추행등,1,전북 정읍
강력범죄,방화,6,전북 정읍
절도범죄,절도,565,전북 정읍
폭력범죄,상해,108,전북 정읍
폭력범죄,폭행,263,전북 정읍
폭력범죄,체포감금,4,전북 정읍
폭력범죄,협박,25,전북 정읍
폭력범죄,약취유인,1,전북 정읍
폭력범죄,폭력행위등,76,전북 정읍
폭력범죄,공갈,1,전북 정읍
폭력범죄,손괴,89,전북 정읍
지능범죄,직무유기,5,전북 정읍
지능범죄,직권남용,0,전북 정읍
지능범죄,증수뢰,1,전북 정읍
지능범죄,통화,1,전북 정읍
지능범죄,문서인장,30,전북 정읍
지능범죄,유가증권인지,0,전북 정읍
지능범죄,사기,493,전북 정읍
지능범죄,횡령,69,전북 정읍
지능범죄,배임,7,전북 정읍
풍속범죄,성풍속범죄,28,전북 정읍
풍속범죄,도박범죄,20,전북 정읍
특별경제범죄,특별경제범죄,96,전북 정읍
마약범죄,마약범죄,1,전북 정읍
보건범죄,보건범죄,37,전북 정읍
환경범죄,환경범죄,7,전북 정읍
교통범죄,교통범죄,1115,전북 정읍
노동범죄,노동범죄,2,전북 정읍
안보범죄,안보범죄,0,전북 정읍
선거범죄,선거범죄,7,전북 정읍
병역범죄,병역범죄,27,전북 정읍
기타범죄,기타범죄,401,전북 정읍
강력범죄,살인기수,0,전남 광양
강력범죄,살인미수등,3,전남 광양
강력범죄,강도,1,전남 광양
강력범죄,강간,14,전남 광양
강력범죄,유사강간,1,전남 광양
강력범죄,강제추행,19,전남 광양
강력범죄,기타강간강제추행등,2,전남 광양
강력범죄,방화,3,전남 광양
절도범죄,절도,461,전남 광양
폭력범죄,상해,194,전남 광양
폭력범죄,폭행,333,전남 광양
폭력범죄,체포감금,6,전남 광양
폭력범죄,협박,20,전남 광양
폭력범죄,약취유인,0,전남 광양
폭력범죄,폭력행위등,95,전남 광양
폭력범죄,공갈,10,전남 광양
폭력범죄,손괴,118,전남 광양
지능범죄,직무유기,1,전남 광양
지능범죄,직권남용,2,전남 광양
지능범죄,증수뢰,4,전남 광양
지능범죄,통화,3,전남 광양
지능범죄,문서인장,31,전남 광양
지능범죄,유가증권인지,1,전남 광양
지능범죄,사기,671,전남 광양
지능범죄,횡령,52,전남 광양
지능범죄,배임,12,전남 광양
풍속범죄,성풍속범죄,22,전남 광양
풍속범죄,도박범죄,29,전남 광양
특별경제범죄,특별경제범죄,129,전남 광양
마약범죄,마약범죄,7,전남 광양
보건범죄,보건범죄,15,전남 광양
환경범죄,환경범죄,6,전남 광양
교통범죄,교통범죄,2434,전남 광양
노동범죄,노동범죄,2,전남 광양
안보범죄,안보범죄,0,전남 광양
선거범죄,선거범죄,5,전남 광양
병역범죄,병역범죄,38,전남 광양
기타범죄,기타범죄,424,전남 광양
강력범죄,살인기수,0,전남 나주
강력범죄,살인미수등,1,전남 나주
강력범죄,강도,0,전남 나주
강력범죄,강간,4,전남 나주
강력범죄,유사강간,1,전남 나주
강력범죄,강제추행,5,전남 나주
강력범죄,기타강간강제추행등,1,전남 나주
강력범죄,방화,0,전남 나주
절도범죄,절도,46,전남 나주
폭력범죄,상해,5,전남 나주
폭력범죄,폭행,20,전남 나주
폭력범죄,체포감금,0,전남 나주
폭력범죄,협박,4,전남 나주
폭력범죄,약취유인,0,전남 나주
폭력범죄,폭력행위등,8,전남 나주
폭력범죄,공갈,1,전남 나주
폭력범죄,손괴,13,전남 나주
지능범죄,직무유기,2,전남 나주
지능범죄,직권남용,0,전남 나주
지능범죄,증수뢰,0,전남 나주
지능범죄,통화,0,전남 나주
지능범죄,문서인장,17,전남 나주
지능범죄,유가증권인지,0,전남 나주
지능범죄,사기,275,전남 나주
지능범죄,횡령,23,전남 나주
지능범죄,배임,6,전남 나주
풍속범죄,성풍속범죄,2,전남 나주
풍속범죄,도박범죄,0,전남 나주
특별경제범죄,특별경제범죄,31,전남 나주
마약범죄,마약범죄,0,전남 나주
보건범죄,보건범죄,9,전남 나주
환경범죄,환경범죄,2,전남 나주
교통범죄,교통범죄,276,전남 나주
노동범죄,노동범죄,0,전남 나주
안보범죄,안보범죄,1,전남 나주
선거범죄,선거범죄,6,전남 나주
병역범죄,병역범죄,1,전남 나주
기타범죄,기타범죄,140,전남 나주
강력범죄,살인기수,2,전남 목포
강력범죄,살인미수등,0,전남 목포
강력범죄,강도,9,전남 목포
강력범죄,강간,42,전남 목포
강력범죄,유사강간,1,전남 목포
강력범죄,강제추행,81,전남 목포
강력범죄,기타강간강제추행등,3,전남 목포
강력범죄,방화,8,전남 목포
절도범죄,절도,1520,전남 목포
폭력범죄,상해,415,전남 목포
폭력범죄,폭행,1214,전남 목포
폭력범죄,체포감금,6,전남 목포
폭력범죄,협박,73,전남 목포
폭력범죄,약취유인,3,전남 목포
폭력범죄,폭력행위등,347,전남 목포
폭력범죄,공갈,20,전남 목포
폭력범죄,손괴,434,전남 목포
지능범죄,직무유기,2,전남 목포
지능범죄,직권남용,1,전남 목포
지능범죄,증수뢰,3,전남 목포
지능범죄,통화,6,전남 목포
지능범죄,문서인장,76,전남 목포
지능범죄,유가증권인지,1,전남 목포
지능범죄,사기,1579,전남 목포
지능범죄,횡령,208,전남 목포
지능범죄,배임,31,전남 목포
풍속범죄,성풍속범죄,104,전남 목포
풍속범죄,도박범죄,59,전남 목포
특별경제범죄,특별경제범죄,350,전남 목포
마약범죄,마약범죄,13,전남 목포
보건범죄,보건범죄,42,전남 목포
환경범죄,환경범죄,12,전남 목포
교통범죄,교통범죄,4699,전남 목포
노동범죄,노동범죄,18,전남 목포
안보범죄,안보범죄,1,전남 목포
선거범죄,선거범죄,6,전남 목포
병역범죄,병역범죄,98,전남 목포
기타범죄,기타범죄,1471,전남 목포
강력범죄,살인기수,1,전남 순천
강력범죄,살인미수등,1,전남 순천
강력범죄,강도,9,전남 순천
강력범죄,강간,34,전남 순천
강력범죄,유사강간,5,전남 순천
강력범죄,강제추행,72,전남 순천
강력범죄,기타강간강제추행등,3,전남 순천
강력범죄,방화,7,전남 순천
절도범죄,절도,1188,전남 순천
폭력범죄,상해,354,전남 순천
폭력범죄,폭행,842,전남 순천
폭력범죄,체포감금,9,전남 순천
폭력범죄,협박,48,전남 순천
폭력범죄,약취유인,0,전남 순천
폭력범죄,폭력행위등,141,전남 순천
폭력범죄,공갈,12,전남 순천
폭력범죄,손괴,254,전남 순천
지능범죄,직무유기,3,전남 순천
지능범죄,직권남용,1,전남 순천
지능범죄,증수뢰,0,전남 순천
지능범죄,통화,7,전남 순천
지능범죄,문서인장,123,전남 순천
지능범죄,유가증권인지,1,전남 순천
지능범죄,사기,1190,전남 순천
지능범죄,횡령,156,전남 순천
지능범죄,배임,20,전남 순천
풍속범죄,성풍속범죄,42,전남 순천
풍속범죄,도박범죄,78,전남 순천
특별경제범죄,특별경제범죄,273,전남 순천
마약범죄,마약범죄,14,전남 순천
보건범죄,보건범죄,24,전남 순천
환경범죄,환경범죄,5,전남 순천
교통범죄,교통범죄,4954,전남 순천
노동범죄,노동범죄,16,전남 순천
안보범죄,안보범죄,0,전남 순천
선거범죄,선거범죄,5,전남 순천
병역범죄,병역범죄,91,전남 순천
기타범죄,기타범죄,811,전남 순천
강력범죄,살인기수,4,전남 여수
강력범죄,살인미수등,2,전남 여수
강력범죄,강도,6,전남 여수
강력범죄,강간,43,전남 여수
강력범죄,유사강간,2,전남 여수
강력범죄,강제추행,51,전남 여수
강력범죄,기타강간강제추행등,1,전남 여수
강력범죄,방화,13,전남 여수
절도범죄,절도,1049,전남 여수
폭력범죄,상해,347,전남 여수
폭력범죄,폭행,837,전남 여수
폭력범죄,체포감금,7,전남 여수
폭력범죄,협박,53,전남 여수
폭력범죄,약취유인,1,전남 여수
폭력범죄,폭력행위등,223,전남 여수
폭력범죄,공갈,19,전남 여수
폭력범죄,손괴,354,전남 여수
지능범죄,직무유기,1,전남 여수
지능범죄,직권남용,0,전남 여수
지능범죄,증수뢰,0,전남 여수
지능범죄,통화,3,전남 여수
지능범죄,문서인장,307,전남 여수
지능범죄,유가증권인지,0,전남 여수
지능범죄,사기,1213,전남 여수
지능범죄,횡령,146,전남 여수
지능범죄,배임,17,전남 여수
풍속범죄,성풍속범죄,28,전남 여수
풍속범죄,도박범죄,49,전남 여수
특별경제범죄,특별경제범죄,280,전남 여수
마약범죄,마약범죄,23,전남 여수
보건범죄,보건범죄,78,전남 여수
환경범죄,환경범죄,38,전남 여수
교통범죄,교통범죄,5083,전남 여수
노동범죄,노동범죄,6,전남 여수
안보범죄,안보범죄,0,전남 여수
선거범죄,선거범죄,7,전남 여수
병역범죄,병역범죄,82,전남 여수
기타범죄,기타범죄,2846,전남 여수
강력범죄,살인기수,1,경북 경산
강력범죄,살인미수등,2,경북 경산
강력범죄,강도,14,경북 경산
강력범죄,강간,23,경북 경산
강력범죄,유사강간,2,경북 경산
강력범죄,강제추행,54,경북 경산
강력범죄,기타강간강제추행등,1,경북 경산
강력범죄,방화,5,경북 경산
절도범죄,절도,1174,경북 경산
폭력범죄,상해,248,경북 경산
폭력범죄,폭행,477,경북 경산
폭력범죄,체포감금,3,경북 경산
폭력범죄,협박,55,경북 경산
폭력범죄,약취유인,2,경북 경산
폭력범죄,폭력행위등,163,경북 경산
폭력범죄,공갈,18,경북 경산
폭력범죄,손괴,420,경북 경산
지능범죄,직무유기,2,경북 경산
지능범죄,직권남용,1,경북 경산
지능범죄,증수뢰,1,경북 경산
지능범죄,통화,10,경북 경산
지능범죄,문서인장,67,경북 경산
지능범죄,유가증권인지,0,경북 경산
지능범죄,사기,992,경북 경산
지능범죄,횡령,154,경북 경산
지능범죄,배임,14,경북 경산
풍속범죄,성풍속범죄,63,경북 경산
풍속범죄,도박범죄,36,경북 경산
특별경제범죄,특별경제범죄,257,경북 경산
마약범죄,마약범죄,11,경북 경산
보건범죄,보건범죄,34,경북 경산
환경범죄,환경범죄,10,경북 경산
교통범죄,교통범죄,2464,경북 경산
노동범죄,노동범죄,6,경북 경산
안보범죄,안보범죄,1,경북 경산
선거범죄,선거범죄,4,경북 경산
병역범죄,병역범죄,82,경북 경산
기타범죄,기타범죄,802,경북 경산
강력범죄,살인기수,3,경북 경주
강력범죄,살인미수등,4,경북 경주
강력범죄,강도,9,경북 경주
강력범죄,강간,30,경북 경주
강력범죄,유사강간,2,경북 경주
강력범죄,강제추행,55,경북 경주
강력범죄,기타강간강제추행등,3,경북 경주
강력범죄,방화,6,경북 경주
절도범죄,절도,1297,경북 경주
폭력범죄,상해,347,경북 경주
폭력범죄,폭행,472,경북 경주
폭력범죄,체포감금,13,경북 경주
폭력범죄,협박,35,경북 경주
폭력범죄,약취유인,0,경북 경주
폭력범죄,폭력행위등,214,경북 경주
폭력범죄,공갈,18,경북 경주
폭력범죄,손괴,235,경북 경주
지능범죄,직무유기,5,경북 경주
지능범죄,직권남용,2,경북 경주
지능범죄,증수뢰,2,경북 경주
지능범죄,통화,1,경북 경주
지능범죄,문서인장,56,경북 경주
지능범죄,유가증권인지,1,경북 경주
지능범죄,사기,1143,경북 경주
지능범죄,횡령,140,경북 경주
지능범죄,배임,20,경북 경주
풍속범죄,성풍속범죄,46,경북 경주
풍속범죄,도박범죄,57,경북 경주
특별경제범죄,특별경제범죄,287,경북 경주
마약범죄,마약범죄,28,경북 경주
보건범죄,보건범죄,53,경북 경주
환경범죄,환경범죄,27,경북 경주
교통범죄,교통범죄,4839,경북 경주
노동범죄,노동범죄,3,경북 경주
안보범죄,안보범죄,0,경북 경주
선거범죄,선거범죄,9,경북 경주
병역범죄,병역범죄,76,경북 경주
기타범죄,기타범죄,1239,경북 경주
강력범죄,살인기수,3,경북 구미
강력범죄,살인미수등,2,경북 구미
강력범죄,강도,13,경북 구미
강력범죄,강간,50,경북 구미
강력범죄,유사강간,6,경북 구미
강력범죄,강제추행,81,경북 구미
강력범죄,기타강간강제추행등,4,경북 구미
강력범죄,방화,10,경북 구미
절도범죄,절도,2212,경북 구미
폭력범죄,상해,508,경북 구미
폭력범죄,폭행,746,경북 구미
폭력범죄,체포감금,9,경북 구미
폭력범죄,협박,48,경북 구미
폭력범죄,약취유인,0,경북 구미
폭력범죄,폭력행위등,276,경북 구미
폭력범죄,공갈,23,경북 구미
폭력범죄,손괴,581,경북 구미
지능범죄,직무유기,1,경북 구미
지능범죄,직권남용,1,경북 구미
지능범죄,증수뢰,0,경북 구미
지능범죄,통화,6,경북 구미
지능범죄,문서인장,110,경북 구미
지능범죄,유가증권인지,0,경북 구미
지능범죄,사기,2782,경북 구미
지능범죄,횡령,297,경북 구미
지능범죄,배임,25,경북 구미
풍속범죄,성풍속범죄,68,경북 구미
풍속범죄,도박범죄,66,경북 구미
특별경제범죄,특별경제범죄,481,경북 구미
마약범죄,마약범죄,44,경북 구미
보건범죄,보건범죄,118,경북 구미
환경범죄,환경범죄,16,경북 구미
교통범죄,교통범죄,8505,경북 구미
노동범죄,노동범죄,13,경북 구미
안보범죄,안보범죄,0,경북 구미
선거범죄,선거범죄,9,경북 구미
병역범죄,병역범죄,214,경북 구미
기타범죄,기타범죄,1307,경북 구미
강력범죄,살인기수,0,경북 김천
강력범죄,살인미수등,1,경북 김천
강력범죄,강도,3,경북 김천
강력범죄,강간,14,경북 김천
강력범죄,유사강간,1,경북 김천
강력범죄,강제추행,25,경북 김천
강력범죄,기타강간강제추행등,2,경북 김천
강력범죄,방화,4,경북 김천
절도범죄,절도,506,경북 김천
폭력범죄,상해,200,경북 김천
폭력범죄,폭행,300,경북 김천
폭력범죄,체포감금,2,경북 김천
폭력범죄,협박,10,경북 김천
폭력범죄,약취유인,0,경북 김천
폭력범죄,폭력행위등,93,경북 김천
폭력범죄,공갈,4,경북 김천
폭력범죄,손괴,147,경북 김천
지능범죄,직무유기,0,경북 김천
지능범죄,직권남용,2,경북 김천
지능범죄,증수뢰,0,경북 김천
지능범죄,통화,0,경북 김천
지능범죄,문서인장,20,경북 김천
지능범죄,유가증권인지,1,경북 김천
지능범죄,사기,575,경북 김천
지능범죄,횡령,73,경북 김천
지능범죄,배임,12,경북 김천
풍속범죄,성풍속범죄,17,경북 김천
풍속범죄,도박범죄,26,경북 김천
특별경제범죄,특별경제범죄,143,경북 김천
마약범죄,마약범죄,17,경북 김천
보건범죄,보건범죄,25,경북 김천
환경범죄,환경범죄,7,경북 김천
교통범죄,교통범죄,2121,경북 김천
노동범죄,노동범죄,6,경북 김천
안보범죄,안보범죄,0,경북 김천
선거범죄,선거범죄,11,경북 김천
병역범죄,병역범죄,37,경북 김천
기타범죄,기타범죄,464,경북 김천
강력범죄,살인기수,1,경북 문경
강력범죄,살인미수등,0,경북 문경
강력범죄,강도,1,경북 문경
강력범죄,강간,5,경북 문경
강력범죄,유사강간,2,경북 문경
강력범죄,강제추행,12,경북 문경
강력범죄,기타강간강제추행등,1,경북 문경
강력범죄,방화,2,경북 문경
절도범죄,절도,227,경북 문경
폭력범죄,상해,100,경북 문경
폭력범죄,폭행,185,경북 문경
폭력범죄,체포감금,0,경북 문경
폭력범죄,협박,10,경북 문경
폭력범죄,약취유인,1,경북 문경
폭력범죄,폭력행위등,53,경북 문경
폭력범죄,공갈,1,경북 문경
폭력범죄,손괴,67,경북 문경
지능범죄,직무유기,2,경북 문경
지능범죄,직권남용,2,경북 문경
지능범죄,증수뢰,1,경북 문경
지능범죄,통화,1,경북 문경
지능범죄,문서인장,12,경북 문경
지능범죄,유가증권인지,0,경북 문경
지능범죄,사기,232,경북 문경
지능범죄,횡령,23,경북 문경
지능범죄,배임,4,경북 문경
풍속범죄,성풍속범죄,6,경북 문경
풍속범죄,도박범죄,9,경북 문경
특별경제범죄,특별경제범죄,45,경북 문경
마약범죄,마약범죄,11,경북 문경
보건범죄,보건범죄,8,경북 문경
환경범죄,환경범죄,1,경북 문경
교통범죄,교통범죄,1005,경북 문경
노동범죄,노동범죄,0,경북 문경
안보범죄,안보범죄,0,경북 문경
선거범죄,선거범죄,3,경북 문경
병역범죄,병역범죄,5,경북 문경
기타범죄,기타범죄,190,경북 문경
강력범죄,살인기수,1,경북 상주
강력범죄,살인미수등,0,경북 상주
강력범죄,강도,1,경북 상주
강력범죄,강간,9,경북 상주
강력범죄,유사강간,1,경북 상주
강력범죄,강제추행,13,경북 상주
강력범죄,기타강간강제추행등,1,경북 상주
강력범죄,방화,2,경북 상주
절도범죄,절도,322,경북 상주
폭력범죄,상해,127,경북 상주
폭력범죄,폭행,115,경북 상주
폭력범죄,체포감금,0,경북 상주
폭력범죄,협박,17,경북 상주
폭력범죄,약취유인,0,경북 상주
폭력범죄,폭력행위등,51,경북 상주
폭력범죄,공갈,7,경북 상주
폭력범죄,손괴,67,경북 상주
지능범죄,직무유기,0,경북 상주
지능범죄,직권남용,0,경북 상주
지능범죄,증수뢰,1,경북 상주
지능범죄,통화,2,경북 상주
지능범죄,문서인장,33,경북 상주
지능범죄,유가증권인지,0,경북 상주
지능범죄,사기,281,경북 상주
지능범죄,횡령,39,경북 상주
지능범죄,배임,2,경북 상주
풍속범죄,성풍속범죄,5,경북 상주
풍속범죄,도박범죄,11,경북 상주
특별경제범죄,특별경제범죄,52,경북 상주
마약범죄,마약범죄,17,경북 상주
보건범죄,보건범죄,17,경북 상주
환경범죄,환경범죄,4,경북 상주
교통범죄,교통범죄,1160,경북 상주
노동범죄,노동범죄,1,경북 상주
안보범죄,안보범죄,0,경북 상주
선거범죄,선거범죄,17,경북 상주
병역범죄,병역범죄,32,경북 상주
기타범죄,기타범죄,229,경북 상주
강력범죄,살인기수,2,경북 안동
강력범죄,살인미수등,0,경북 안동
강력범죄,강도,0,경북 안동
강력범죄,강간,25,경북 안동
강력범죄,유사강간,2,경북 안동
강력범죄,강제추행,36,경북 안동
강력범죄,기타강간강제추행등,4,경북 안동
강력범죄,방화,8,경북 안동
절도범죄,절도,679,경북 안동
폭력범죄,상해,257,경북 안동
폭력범죄,폭행,368,경북 안동
폭력범죄,체포감금,3,경북 안동
폭력범죄,협박,30,경북 안동
폭력범죄,약취유인,0,경북 안동
폭력범죄,폭력행위등,152,경북 안동
폭력범죄,공갈,15,경북 안동
폭력범죄,손괴,206,경북 안동
지능범죄,직무유기,2,경북 안동
지능범죄,직권남용,2,경북 안동
지능범죄,증수뢰,0,경북 안동
지능범죄,통화,5,경북 안동
지능범죄,문서인장,55,경북 안동
지능범죄,유가증권인지,0,경북 안동
지능범죄,사기,793,경북 안동
지능범죄,횡령,90,경북 안동
지능범죄,배임,11,경북 안동
풍속범죄,성풍속범죄,12,경북 안동
풍속범죄,도박범죄,25,경북 안동
특별경제범죄,특별경제범죄,520,경북 안동
마약범죄,마약범죄,19,경북 안동
보건범죄,보건범죄,18,경북 안동
환경범죄,환경범죄,9,경북 안동
교통범죄,교통범죄,1750,경북 안동
노동범죄,노동범죄,6,경북 안동
안보범죄,안보범죄,0,경북 안동
선거범죄,선거범죄,2,경북 안동
병역범죄,병역범죄,38,경북 안동
기타범죄,기타범죄,532,경북 안동
강력범죄,살인기수,1,경북 영주
강력범죄,살인미수등,0,경북 영주
강력범죄,강도,9,경북 영주
강력범죄,강간,9,경북 영주
강력범죄,유사강간,1,경북 영주
강력범죄,강제추행,23,경북 영주
강력범죄,기타강간강제추행등,4,경북 영주
강력범죄,방화,6,경북 영주
절도범죄,절도,245,경북 영주
폭력범죄,상해,134,경북 영주
폭력범죄,폭행,167,경북 영주
폭력범죄,체포감금,2,경북 영주
폭력범죄,협박,10,경북 영주
폭력범죄,약취유인,0,경북 영주
폭력범죄,폭력행위등,99,경북 영주
폭력범죄,공갈,8,경북 영주
폭력범죄,손괴,101,경북 영주
지능범죄,직무유기,0,경북 영주
지능범죄,직권남용,0,경북 영주
지능범죄,증수뢰,0,경북 영주
지능범죄,통화,3,경북 영주
지능범죄,문서인장,18,경북 영주
지능범죄,유가증권인지,0,경북 영주
지능범죄,사기,325,경북 영주
지능범죄,횡령,47,경북 영주
지능범죄,배임,2,경북 영주
풍속범죄,성풍속범죄,8,경북 영주
풍속범죄,도박범죄,19,경북 영주
특별경제범죄,특별경제범죄,81,경북 영주
마약범죄,마약범죄,11,경북 영주
보건범죄,보건범죄,11,경북 영주
환경범죄,환경범죄,4,경북 영주
교통범죄,교통범죄,1644,경북 영주
노동범죄,노동범죄,3,경북 영주
안보범죄,안보범죄,0,경북 영주
선거범죄,선거범죄,0,경북 영주
병역범죄,병역범죄,14,경북 영주
기타범죄,기타범죄,242,경북 영주
강력범죄,살인기수,0,경북 영천
강력범죄,살인미수등,2,경북 영천
강력범죄,강도,5,경북 영천
강력범죄,강간,9,경북 영천
강력범죄,유사강간,0,경북 영천
강력범죄,강제추행,14,경북 영천
강력범죄,기타강간강제추행등,0,경북 영천
강력범죄,방화,3,경북 영천
절도범죄,절도,298,경북 영천
폭력범죄,상해,118,경북 영천
폭력범죄,폭행,144,경북 영천
폭력범죄,체포감금,1,경북 영천
폭력범죄,협박,16,경북 영천
폭력범죄,약취유인,0,경북 영천
폭력범죄,폭력행위등,66,경북 영천
폭력범죄,공갈,25,경북 영천
폭력범죄,손괴,87,경북 영천
지능범죄,직무유기,0,경북 영천
지능범죄,직권남용,1,경북 영천
지능범죄,증수뢰,4,경북 영천
지능범죄,통화,0,경북 영천
지능범죄,문서인장,20,경북 영천
지능범죄,유가증권인지,0,경북 영천
지능범죄,사기,437,경북 영천
지능범죄,횡령,51,경북 영천
지능범죄,배임,9,경북 영천
풍속범죄,성풍속범죄,11,경북 영천
풍속범죄,도박범죄,12,경북 영천
특별경제범죄,특별경제범죄,91,경북 영천
마약범죄,마약범죄,27,경북 영천
보건범죄,보건범죄,21,경북 영천
환경범죄,환경범죄,18,경북 영천
교통범죄,교통범죄,1346,경북 영천
노동범죄,노동범죄,0,경북 영천
안보범죄,안보범죄,0,경북 영천
선거범죄,선거범죄,3,경북 영천
병역범죄,병역범죄,31,경북 영천
기타범죄,기타범죄,268,경북 영천
강력범죄,살인기수,1,경북 포항
강력범죄,살인미수등,7,경북 포항
강력범죄,강도,10,경북 포항
강력범죄,강간,48,경북 포항
강력범죄,유사강간,4,경북 포항
강력범죄,강제추행,90,경북 포항
강력범죄,기타강간강제추행등,8,경북 포항
강력범죄,방화,16,경북 포항
절도범죄,절도,2496,경북 포항
폭력범죄,상해,616,경북 포항
폭력범죄,폭행,1134,경북 포항
폭력범죄,체포감금,8,경북 포항
폭력범죄,협박,76,경북 포항
폭력범죄,약취유인,0,경북 포항
폭력범죄,폭력행위등,429,경북 포항
폭력범죄,공갈,26,경북 포항
폭력범죄,손괴,551,경북 포항
지능범죄,직무유기,2,경북 포항
지능범죄,직권남용,4,경북 포항
지능범죄,증수뢰,4,경북 포항
지능범죄,통화,7,경북 포항
지능범죄,문서인장,101,경북 포항
지능범죄,유가증권인지,1,경북 포항
지능범죄,사기,2100,경북 포항
지능범죄,횡령,252,경북 포항
지능범죄,배임,22,경북 포항
풍속범죄,성풍속범죄,131,경북 포항
풍속범죄,도박범죄,124,경북 포항
특별경제범죄,특별경제범죄,443,경북 포항
마약범죄,마약범죄,19,경북 포항
보건범죄,보건범죄,100,경북 포항
환경범죄,환경범죄,27,경북 포항
교통범죄,교통범죄,7475,경북 포항
노동범죄,노동범죄,15,경북 포항
안보범죄,안보범죄,0,경북 포항
선거범죄,선거범죄,5,경북 포항
병역범죄,병역범죄,243,경북 포항
기타범죄,기타범죄,2130,경북 포항
강력범죄,살인기수,2,경남 거제
강력범죄,살인미수등,1,경남 거제
강력범죄,강도,4,경남 거제
강력범죄,강간,23,경남 거제
강력범죄,유사강간,2,경남 거제
강력범죄,강제추행,62,경남 거제
강력범죄,기타강간강제추행등,1,경남 거제
강력범죄,방화,12,경남 거제
절도범죄,절도,1395,경남 거제
폭력범죄,상해,490,경남 거제
폭력범죄,폭행,525,경남 거제
폭력범죄,체포감금,4,경남 거제
폭력범죄,협박,36,경남 거제
폭력범죄,약취유인,1,경남 거제
폭력범죄,폭력행위등,229,경남 거제
폭력범죄,공갈,9,경남 거제
폭력범죄,손괴,344,경남 거제
지능범죄,직무유기,2,경남 거제
지능범죄,직권남용,1,경남 거제
지능범죄,증수뢰,0,경남 거제
지능범죄,통화,0,경남 거제
지능범죄,문서인장,69,경남 거제
지능범죄,유가증권인지,1,경남 거제
지능범죄,사기,1418,경남 거제
지능범죄,횡령,190,경남 거제
지능범죄,배임,30,경남 거제
풍속범죄,성풍속범죄,38,경남 거제
풍속범죄,도박범죄,113,경남 거제
특별경제범죄,특별경제범죄,230,경남 거제
마약범죄,마약범죄,22,경남 거제
보건범죄,보건범죄,71,경남 거제
환경범죄,환경범죄,19,경남 거제
교통범죄,교통범죄,4832,경남 거제
